program,site_id,role,gate_index,qubits,depth,paired_with,variants,signatures,ancillas,sources,equivalence
qt_modadd8,g00097,and_uncompute,97,3 60 19,85,g00092,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00105,and_uncompute,105,4 61 18,88,g00088,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00112,and_uncompute,112,5 62 17,91,g00084,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00117,and_uncompute,117,6 63 16,94,g00080,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00121,and_uncompute,121,7 64 15,97,g00076,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00125,and_uncompute,125,8 65 14,100,g00072,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00129,and_uncompute,129,9 66 13,103,g00068,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00132,and_uncompute,132,10 67 11,105,g00065,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00136,and,136,28 67 29,107,g00197,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00139,and,139,27 66 30,110,g00194,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00143,and,143,26 65 31,114,g00188,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00147,and,147,25 64 32,118,g00182,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00151,and,151,24 63 33,122,g00176,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00155,and,155,22 62 35,126,g00170,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00159,and,159,21 61 36,130,g00164,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00164,and_uncompute,164,21 61 36,134,g00159,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00170,and_uncompute,170,22 62 35,137,g00155,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00176,and_uncompute,176,24 63 33,140,g00151,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00182,and_uncompute,182,25 64 32,143,g00147,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00188,and_uncompute,188,26 65 31,146,g00143,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00194,and_uncompute,194,27 66 30,149,g00139,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00197,and_uncompute,197,28 67 29,151,g00136,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00204,and,204,67 59 39,154,g00276,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00207,and,207,66 58 40,157,g00273,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00211,and,211,65 57 41,161,g00268,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00215,and,215,64 56 42,165,g00263,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00219,and,219,63 55 43,169,g00258,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00223,and,223,62 54 44,173,g00253,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00227,and,227,61 53 46,177,g00248,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00231,and,231,60 52 47,181,g00243,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_modadd8,g00243,and_uncompute,243,60 52 47,191,g00231,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00248,and_uncompute,248,61 53 46,195,g00227,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00253,and_uncompute,253,62 54 44,199,g00223,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00258,and_uncompute,258,63 55 43,203,g00219,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00263,and_uncompute,263,64 56 42,207,g00215,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00268,and_uncompute,268,65 57 41,211,g00211,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00273,and_uncompute,273,66 58 40,215,g00207,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_modadd8,g00276,and_uncompute,276,67 59 39,218,g00204,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00000,and,0,62 63 0,1,g00087,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00005,and,5,62 64 1,2,g00085,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00007,and,7,62 65 12,3,g00083,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00008,and,8,62 66 23,4,g00081,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00009,and,9,62 67 34,5,g00079,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00010,and,10,62 68 45,6,g00077,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00011,and,11,62 69 56,7,g00075,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00012,and,12,62 70 59,8,g00073,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00013,and,13,59 78 61,9,g00070,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00016,and,16,56 77 2,12,g00068,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00020,and,20,45 76 3,16,g00064,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00024,and,24,34 75 4,20,g00060,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00028,and,28,23 74 5,24,g00056,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00032,and,32,12 73 6,28,g00052,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00036,and,36,1 72 7,32,g00048,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00040,and,40,0 71 8,36,g00044,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00044,and_uncompute,44,0 71 8,40,g00040,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00048,and_uncompute,48,1 72 7,43,g00036,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00052,and_uncompute,52,12 73 6,46,g00032,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00056,and_uncompute,56,23 74 5,49,g00028,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00060,and_uncompute,60,34 75 4,52,g00024,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00064,and_uncompute,64,45 76 3,55,g00020,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00068,and_uncompute,68,56 77 2,58,g00016,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00070,and_uncompute,70,59 78 61,60,g00013,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00073,and_uncompute,73,62 70 59,62,g00012,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00074,and,74,18 78 19,62,g00148,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00075,and_uncompute,75,62 69 56,63,g00011,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00077,and_uncompute,77,62 68 45,64,g00010,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00079,and_uncompute,79,62 67 34,65,g00009,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00080,and,80,17 77 20,65,g00145,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00081,and_uncompute,81,62 66 23,66,g00008,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00083,and_uncompute,83,62 65 12,67,g00007,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00085,and_uncompute,85,62 64 1,68,g00005,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00087,and_uncompute,87,62 63 0,69,g00000,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qt_cmodadd8,g00088,and,88,16 76 21,69,g00141,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00092,and,92,15 75 22,73,g00137,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qt_cmodadd8,g00096,and,96,14 74 24,77,g00133,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
